0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	1
32	3
33	1
34	1
35	4
36	12
37	118
38	421
39	535
40	563
41	612
42	588
43	597
44	563
45	638
46	626
47	734
48	841
49	1084
50	1272
51	1733
52	2058
53	2440
54	2714
55	2929
56	2915
57	2796
58	2492
59	2113
60	1903
61	1806
62	1394
63	1387
64	1196
65	1165
66	964
67	883
68	723
69	667
70	613
71	561
72	522
73	574
74	478
75	465
76	461
77	422
78	395
79	405
80	394
81	414
82	430
83	394
84	394
85	427
86	445
87	420
88	456
89	499
90	495
91	534
92	506
93	501
94	477
95	548
96	487
97	510
98	566
99	565
100	574
101	562
102	632
103	573
104	572
105	604
106	613
107	648
108	649
109	662
110	643
111	691
112	635
113	631
114	599
115	573
116	588
117	623
118	578
119	591
120	548
121	591
122	606
123	629
124	647
125	668
126	697
127	794
128	750
129	841
130	846
131	860
132	906
133	906
134	972
135	928
136	883
137	892
138	773
139	819
140	706
141	752
142	646
143	612
144	544
145	560
146	513
147	518
148	528
149	455
150	464
151	435
152	475
153	414
154	444
155	425
156	472
157	446
158	432
159	470
160	424
161	484
162	462
163	469
164	537
165	555
166	533
167	622
168	622
169	655
170	617
171	645
172	626
173	728
174	652
175	710
176	641
177	729
178	678
179	614
180	587
181	617
182	538
183	554
184	468
185	473
186	439
187	412
188	383
189	434
190	385
191	408
192	355
193	379
194	383
195	412
196	372
197	421
198	448
199	475
200	464
201	547
202	532
203	633
204	644
205	720
206	695
207	739
208	769
209	849
210	793
211	846
212	844
213	847
214	808
215	821
216	797
217	764
218	750
219	756
220	641
221	662
222	569
223	539
224	519
225	485
226	426
227	454
228	320
229	370
230	341
231	346
232	331
233	352
234	371
235	419
236	418
237	448
238	483
239	509
240	559
241	636
242	632
243	699
244	760
245	809
246	840
247	893
248	907
249	925
250	894
251	965
252	931
253	1015
254	1026
255	981
256	960
257	933
258	906
259	878
260	823
261	821
262	731
263	726
264	642
265	603
266	567
267	538
268	452
269	424
270	389
271	328
272	305
273	286
274	251
275	274
276	262
277	218
278	207
279	219
280	219
281	187
282	204
283	185
284	213
285	192
286	216
287	214
288	180
289	207
290	188
291	198
292	171
293	196
294	149
295	189
296	165
297	172
298	165
299	176
300	163
301	151
302	167
303	149
304	135
305	150
306	166
307	157
308	138
309	177
310	126
311	171
312	135
313	155
314	133
315	123
316	138
317	154
318	160
319	128
320	135
321	139
322	139
323	148
324	137
325	143
326	143
327	137
328	132
329	146
330	131
331	134
332	157
333	161
334	155
335	143
336	145
337	133
338	148
339	149
340	158
341	145
342	144
343	139
344	140
345	156
346	123
347	117
348	150
349	150
350	152
351	144
352	140
353	132
354	158
355	144
356	164
357	136
358	169
359	169
360	167
361	178
362	136
363	164
364	165
365	166
366	168
367	162
368	155
369	188
370	173
371	153
372	156
373	139
374	154
375	154
376	169
377	142
378	122
379	124
380	140
381	114
382	117
383	134
384	134
385	145
386	121
387	119
388	125
389	111
390	114
391	120
392	109
393	121
394	125
395	123
396	114
397	128
398	112
399	134
400	124
401	133
402	121
403	139
404	118
405	146
406	127
407	185
408	173
409	185
410	156
411	164
412	162
413	206
414	210
415	223
416	215
417	259
418	277
419	287
420	280
421	314
422	286
423	348
424	347
425	350
426	356
427	400
428	387
429	452
430	402
431	434
432	440
433	419
434	442
435	450
436	410
437	425
438	435
439	427
440	419
441	428
442	361
443	362
444	361
445	353
446	353
447	346
448	298
449	305
450	296
451	273
452	237
453	245
454	217
455	206
456	198
457	220
458	171
459	182
460	164
461	180
462	153
463	139
464	173
465	162
466	134
467	144
468	133
469	154
470	141
471	100
472	139
473	124
474	129
475	122
476	123
477	140
478	123
479	134
480	114
481	120
482	101
483	93
484	104
485	98
486	105
487	105
488	116
489	95
490	100
491	107
492	77
493	104
494	83
495	90
496	79
497	81
498	83
499	80
500	87
501	88
502	82
503	84
504	84
505	95
506	69
507	100
508	75
509	75
510	88
511	80
512	71
513	97
514	77
515	87
516	95
517	80
518	68
519	77
520	90
521	103
522	90
523	77
524	90
525	107
526	76
527	85
528	90
